product_name,price_sale,price_original,discount_rate,category,brand,product_url,type,rating_count,crawled_at,Kích thước màn hình,Công nghệ màn hình,Camera sau,Camera trước,Chipset,Công nghệ NFC,Dung lượng RAM,Bộ nhớ trong,Pin,Thẻ SIM,Hệ điều hành,Độ phân giải màn hình,Tính năng màn hình,Loại CPU,Tương thích,Tần số quét,Kiểu màn hình,Quay video,Tính năng camera,Quay video trước,GPU,Hồng ngoại,Jack tai nghe 35,Hỗ trợ mạng,GPS,Khe cắm thẻ nhớ,Công nghệ sạc,Cổng sạc,Kích thước,Trọng lượng,Chất liệu mặt lưng,Chất liệu khung viền,Hệ thống làm mát,Tiện ích khác,Công nghệ âm thanh,Cảm biến vân tay,Các loại cảm biến,Tính năng đặc biệt,Wi-Fi,Bluetooth,Thời điểm ra mắt,"Chỉ số kháng nước, bụi",Công nghệ - Tiện ích,Cảm biến,Hãng sản xuất,Chất liệu,Tiện ích,,Loại card đồ họa,Loại RAM,Số khe ram,Ổ cứng,Cổng giao tiếp,Chip AI,Chất liệu tấm nền,Khe đọc thẻ nhớ,Chất liệu vỏ trên,Chất liệu vỏ dưới,Loại đèn bàn phím,Bảo mật,Webcam,Chất liệu vỏ màn hình,Nguồn,Tính năng khác,Socket,Loại màn hình,Lenovo Tab,Micro,Thời lượng sử dụng Pin,Phương thức điều khiển,Cổng kết nối,Công suất,Thời lượng pin,Tính năng,Số thiết bị kết nối cùng lúc,Thời gian sạc,Thao tác điều khiển,Chống nước,Kết nối,Ứng dụng kết nối,Phạm vi kết nối cho phép,Dung lượng pin,Loa,Phạm vi kết nối,Tính năng sạc,Định dạng âm thanh
Nubia V70 Design 8GB 128GB,2790000,2790000,0%,Smartphone,Khac,https://cellphones.com.vn/dien-thoai-nubia-v70-design-8gb-128gb.html,Moi,0,2025-12-27 02:35:46,6.7 inches,IPS LCD,"50 MP, ƒ/1.8
2.0 MP",16.0 MP,Unisoc T606,Có,8 GB,128 GB,5000 mAh,2 Nano-SIM,Android 14,720 x 1600 pixel,"120Hz, 264 ppi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Điện thoại Meizu Mblu 21 4GB 64GB,1990000,1990000,0%,Smartphone,Khac,https://cellphones.com.vn/dien-thoai-meizu-mblu-21.html,Moi,23,2025-12-27 02:35:53,6.79 inches,,"13MP
0.08 MP",8 MP,Spreadtrum T606,Không,4 GB,64 GB,4900mAh,2 Nano-SIM,Android 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nubia V70 Max 4GB 128GB,2390000,2390000,0%,Smartphone,Khac,https://cellphones.com.vn/dien-thoai-nubia-v70-max-4gb-128gb.html,Moi,0,2025-12-27 02:35:57,6.9 inches,IPS LCD,"50 MP, ƒ/1.8
2.0 MP",8.0 MP,Unisoc T606,Có,4 GB,128 GB,6000 mAh,2 Nano-SIM,Android 15,720 x 1640 pixels,"120Hz, 254 ppi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPPO Reno12 5G 12GB 256GB,8990000,8990000,0%,Smartphone,OPPO,https://cellphones.com.vn/dien-thoai-oppo-reno12-5g.html,Moi,13,2025-12-27 02:36:01,6.7 inches,AMOLED,"50MP + OIS
Camera góc rộng: 8MP
Camera xóa phông: 2MP",32MP,MediaTek Dimensity 7300,Có,12 GB,256 GB,5000mAh,,Android 14,,Tần số quét 120Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xiaomi Redmi Note 13 Pro 8GB 256GB,5490000,5490000,0%,Smartphone,Xiaomi,https://cellphones.com.vn/dien-thoai-xiaomi-redmi-note-13-pro-8gb-256gb.html,Moi,9,2025-12-27 02:36:05,6.67 inches,AMOLED,"Chính 200 MP & Phụ 8 MP, 2 MP",16 MP,MediaTek Helio G99-Ultra 8 nhân,Có,8 GB,256 GB,5000 mAh,2 SIM (Nano-SIM),Android 13,1080 x 2400 pixels (FullHD+),"Tần số quét 120Hz
1300 nits
Kính cường lực Corning Gorilla Glass 5",2.2 GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung Galaxy M55 5G 8GB 256GB,6990000,6990000,0%,Smartphone,Samsung,https://cellphones.com.vn/dien-thoai-samsung-galaxy-m55-5g-8gb-256gb.html,Moi,6,2025-12-27 02:36:10,6.7 inches,Super AMOLED Plus,"Camera góc rộng: 50 MP, f/1.8, 1/1.56"", 1.0µm, PDAF, OIS
Camera góc siêu rộng: 8 MP, f/2.2, 123˚
Camera macro: 2 MP, f/2.4","Camera góc rộng: 50 MP, f/2.4",Qualcomm Snapdragon 7 Gen 1 (4 nm),Có,8 GB,256 GB,5000 mAh,2 SIM (Nano-SIM),Android 14,1080 x 2400 pixels (FullHD+),"Tần số quét 120Hz, 1000 nits",1x2.4 GHz Cortex-A710 & 3x2.36 GHz Cortex-A710 & 4x1.8 GHz Cortex-A510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xiaomi Redmi Note 13 Pro 4G 8GB 128GB,5790000,5790000,0%,Smartphone,Xiaomi,https://cellphones.com.vn/xiaomi-redmi-note-13-pro.html,Moi,40,2025-12-27 02:36:14,6.67 inches,AMOLED,"Chính 200 MP & Phụ 8 MP, 2 MP",16 MP,MediaTek Helio G99-Ultra 8 nhân,Có,8 GB,128 GB,5000 mAh,2 SIM (Nano-SIM),Android 13,1080 x 2400 pixels (FullHD+),"Tần số quét 120Hz
1300 nits
Kính cường lực Corning Gorilla Glass 5",2.2 GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung Galaxy Z Flip7 12GB 512GB,25990000,25990000,0%,Smartphone,Samsung,https://cellphones.com.vn/dien-thoai-samsung-galaxy-z-flip-7-12gb-512gb.html,Moi,0,2025-12-27 02:36:18,6.9 inches,Dynamic AMOLED 2X,"50 MP, F1.8 + 12 MP, F2.2","10MP, F2.2",,Có,12 GB,512 GB,4300mAh,2 Nano-SIM,Android,,"Tần số quét: 120 Hz
Độ phân giải màn hình chính: 2520 x 1080 (FHD+)
Kích cỡ màn hình phụ: 4.1""
Độ phân giải màn hình phụ: 1048 x 948
Công nghệ màn hình phụ: Super AMOLED
Độ sâu màu sắc: 16M","10 nhân, 3.3 GHz, 2.74GHz, 2.36GHz, 1.8GHz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iPhone Air 512GB | Chính hãng,35490000,35490000,0%,Smartphone,Apple,https://cellphones.com.vn/iphone-air-512gb.html,Moi,0,2025-12-27 02:36:22,6.5 inches,Super Retina XDR,48MP Fusion Main f/1.6,18MP Center Stage f/1.6,Chip A19 Pro,Có,,512 GB,"Xem video: 27 giờ
Xem video trực tuyến: 22 giờ",2 eSIM,iOS 26,2736 x 1260 pixels,"Dynamic Island
Màn hình luôn bật
HDR
460 ppi
True Tone
Dải màu rộng (P3)
Haptic Touch
Tỷ lệ tương phản 2.000.000:1
Độ sáng 1000 nit (typ)
Đỉnh 1600 nit (HDR)
Đỉnh 3000 nit (ngoài trời)
Lớp phủ chống vân tay, chống phản chi",6 lõi (2 hiệu năng + 4 tiết kiệm điện),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPPO Reno13 F 5G 12GB 256GB,9990000,9990000,0%,Smartphone,OPPO,https://cellphones.com.vn/dien-thoai-oppo-reno13f-5g.html,Moi,8,2025-12-27 02:36:26,6.67 inches,AMOLED,"Camera chính: 50MP OIS, F/1.8
Camera góc rộng: 8MP, F/2.2
Camera Marco: 2MP, F/2.4","32MP, F/2.4","Qualcomm Snapdragon 6 Gen1 5G, tối đa 2.2GHz",Có,12 GB,256 GB,5800mAh (Typ),2 Nano-SIM,"ColorOS 15, nền tảng Android 15",1080 x 2400 pixels (FullHD+),"120Hz, Kính cường lực AGC DT Star2, 1200 nits, 16 triệu màu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xiaomi POCO X6 Pro 5G 8GB 256GB,7540000,7540000,0%,Smartphone,Xiaomi,https://cellphones.com.vn/dien-thoai-xiaomi-poco-x6-pro.html,Moi,185,2025-12-27 02:36:30,6.67 inches,AMOLED,"Camera góc siêu rộng: 64 MP, f/1.7
Camera góc siêu rộng: 8 MP, 120° FOV, f/2.2
Camera macro: 2 MP, f/2.4",Camera góc siêu rộng: 16 MP,Dimensity 8300-Ultra,Có,8 GB,256 GB,5000 mAh,2 SIM (Nano-SIM),Android 14,1220 x 2712 pixels,"68 tỷ màu, tần số 120Hz, Dolby Vision, HDR10+, 1800 nits, 5,000,000:1, DCI-P3
Corning Gorilla Glass 5","lõi tám, lên tới 3,35GHz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPPO A58 8GB 128GB,4500000,4500000,0%,Smartphone,OPPO,https://cellphones.com.vn/oppo-a58-8gb-128gb.html,Moi,0,2025-12-27 02:36:35,6.72 inches,,"Cảm biến chính 50MP
Cảm biến độ sâu 2MP",8MP,MediaTek Helio G85 8 nhân,Không,8 GB,128 GB,"5,000mAh",2 SIM (Nano-SIM),Android 13,1080 x 2412 pixels,"Tần số quét 60 Hz
680 nits, Kính cường lực Panda",2.0 GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nubia Air 5G 8GB 256GB,5490000,5490000,0%,Smartphone,Khac,https://cellphones.com.vn/dien-thoai-nubia-air-5g.html,Moi,0,2025-12-27 02:36:40,6.78 inches,AMOLED,50MP + 2M,20MP,Unisoc T8300,,8 GB,256 GB,5000mAh,2 Nano-SIM,Android 15,,"Độ phân giải: 2720 x 1224 pixel
Tần số: 120Hz
Độ sáng tối đa: 450 nits",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TECNO SPARK 30 Pro 8GB 256GB Transformer,3790000,3790000,0%,Smartphone,Khac,https://cellphones.com.vn/dien-thoai-tecno-spark-30-pro-8gb-256gb.html,Moi,15,2025-12-27 02:36:44,6.78 inches,AMOLED,"108MP, f/1.75",13MP,MediaTek Helio G100,Có,8 GB,256 GB,5000 mAh,2 Nano-SIM,Android 14,,"120Hz, 1700 nits",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPPO Find X5 Pro 5G 12GB 256GB,12990000,12990000,0%,Smartphone,OPPO,https://cellphones.com.vn/oppo-find-x5-pro.html,Moi,5,2025-12-27 02:36:48,6.7 inches,AMOLED,"Camera chính: 50MP, f/1.7
Camera góc rộng: 50MP, f/2.2; FOV 112°
Camera tele: 13MP, f/2.4","Camera chính 32MP: f/2.4; FOV 90°, ống kính: 5P, lấy nét cố định",Qualcomm Snapdragon 8 Gen 1,Có,12 GB,256 GB,5.000 mAh,2 SIM (Nano-SIM),ColorOS 12.1 dựa trên Android 12,1440 x 3216 pixels (QHD+),"Tần số quét 120 Hz (Dynamic)
1.07 tỉ màu
Corning Gorilla Glass Victus
Gam màu:
Chế độ sống động: 97% NTSC/100% DCI-P3 (Tiêu chuẩn)
Chế độ dịu nhẹ: 71% NTSC/100% sRGB (Tiêu chuẩn)
Độ sáng tối đa 1300 nits",MariSilicon X Imaging NPU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPPO A3X 6GB 128GB,4210000,4210000,0%,Smartphone,OPPO,https://cellphones.com.vn/dien-thoai-oppo-a3x-6gb-128gb.html,Moi,0,2025-12-27 02:36:52,6.67 inches,LCD,8MP; f/2; FOV 78°,"5MP; f/2.2,",Qualcomm® Snapdragon® 6s 4G Gen1,Không,6 GB,128 GB,5100mAh,2 Nano-SIM,ColorOS 14.0,720 x 1604 (HD+),"Tỉ lệ màn hình 89.9%, 90Hz",8 nhân,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tecno Pova 7 8GB 256GB,4890000,4890000,0%,Smartphone,Khac,https://cellphones.com.vn/dien-thoai-tecno-pova-7-256gb.html,Moi,6,2025-12-27 02:36:56,6.78 inches,IPS LCD,108M+2M,8MP,MediaTek Helio G100 Utimate,Có,8 GB,256 GB,7000mAh,2 Nano-SIM,Android 15,1080x2460 pixels,"Tần số quét 120Hz, FHD+, Độ sáng tối đa 900nits","2*A76 up to 2.2Ghz, 6*A55 up to 2.0Ghz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPPO Find N3 16GB 512GB,26990000,26990000,0%,Smartphone,OPPO,https://cellphones.com.vn/oppo-find-n3.html,Moi,4,2025-12-27 02:37:01,7.82 inches,OLED,"Camera chính: 48MP, f/1.7, OIS
Camera góc rộng: 48MP, f/2.2
Camera Tele: 64MP, f/2.6","Màn hình chính: 20MP, f/2.2
Màn hình ngoài: 32MP, f/2.4",Snapdragon 8 Gen 2 8 nhân,Có,16 GB,512 GB,4805 mAh,Nano-SIM + eSIM,Android 13,2268 x 2440 pixels,"Màn hình chính: 7.82 inches, 2K+ (2268 x 2440 Pixels), OLED, 120Hz, 2800 nit, 1 tỷ màu, Kính UTG
Màn hình phụ: 6.31 inches, FHD+ (1116 x 2484 Pixels), 120Hz, Kính siêu mỏng Nanocrystal",1x3.2 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HONOR X7c 8GB 256GB,4290000,4290000,0%,Smartphone,Honor,https://cellphones.com.vn/dien-thoai-honor-x7c.html,Moi,1,2025-12-27 02:37:05,6.77 inches,IPS LCD,Camera chính 108MP (f1.75) + Camera cận cảnh 2MP (f2.4),8MP (f/2.0),Qualcomm Snapdragon 685,Không,8 GB,256 GB,"6000mAh, 35W (11V/3.2A)",2 SIM (Nano-SIM),"MagicOS 8.0, dựa trên Android 14",,"1610 x 720 Pixels
16.7 triệu màu
Cảm ứng đa điểm, hỗ trợ nhận diện tối đa 10 điểm chạm",4xA73 2.8GHz + 4xA53 1.9GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPPO A18 4GB 128GB,3190000,3190000,0%,Smartphone,OPPO,https://cellphones.com.vn/oppo-a18.html,Moi,12,2025-12-27 02:37:09,6.56 inches,IPS LCD,"Camera chính: 8 MP, f/2.0
Camera xóa phông: 2 MP, f/2.4","5 MP, f/2.2",MediaTek Helio G85 8 nhân,Không,4 GB,128 GB,5000mAh,2 SIM (Nano-SIM),Android 13,720 x 1612 (HD+),"Tần số quét 90Hz, 16 triệu màu, Kính cường lực Panda, 720 nits,","8 cores, up to 2.0GHz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPPO Reno10 5G 8GB 256GB,8490000,8490000,0%,Smartphone,OPPO,https://cellphones.com.vn/oppo-reno10.html,Moi,4,2025-12-27 02:37:14,6.7 inches,AMOLED,"Camera góc rộng: 64MP; f/1.7, PDAF
Chụp Telephoto chân dung: 32 MP, f/2.0
Camera góc siêu rộng: 8 MP, f/2.2, Zoom quang lai 2X× và Xoom kỹ thuật số 20X","Camera góc rộng: 32 MP, f/2.4",MediaTek Dimensity 7050 5G 8 nhân,Có,8 GB,256 GB,5000 mAh,2 SIM (Nano-SIM),Android 13,1080 x 2412 pixels,"1.07 tỷ màu, tần số quét 120Hz, HDR10+, tỷ lệ hiển thị 93%, 950 nits , viền cong 3D",8 cores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HONOR 400 5G 12GB 512GB,12990000,12990000,0%,Smartphone,Honor,https://cellphones.com.vn/dien-thoai-honor-400-5g-12gb-512gb.html,Moi,0,2025-12-27 02:37:18,6.55 inches,AMOLED,"Camera chính AI 200MP (f/1.9, OIS) + 12MP Camera Góc Siêu Rộng (f/2.2)",50MP (khẩu độ f/2.0),Snapdragon 7 Gen 3,Có,12 GB,512 GB,"6000mAh, HONOR 80W SuperCharge",2 SIM (Nano-SIM),MagicOS 9.0 (Dựa trên Android 15),,"2736*1264 Pixels
1,07 tỷ màu",8 lõi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TECNO CAMON 40 8GB 128GB,5090000,5090000,0%,Smartphone,Khac,https://cellphones.com.vn/dien-thoai-tecno-camon-40.html,Moi,2,2025-12-27 02:37:21,6.78 inches,AMOLED,"50MP, ƒ/1.8
Góc siêu rộng 8MP",32MP,Mediatek Helio G100 Ultimate,Có,8 GB,128 GB,5200 mAh,2 Nano-SIM,Android 15,,"Màn hình phẳng
FHD+
Tần số quét 120Hz
Độ sáng màn hình 1300 nits
HDR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TECNO POVA 6 8GB 256GB,5390000,5390000,0%,Smartphone,Khac,https://cellphones.com.vn/tecno-pova-6.html,Moi,25,2025-12-27 02:37:26,6.78 inches,AMOLED,108M + AI,Camera trước 32MP với đèn flash kép,MediaTek G99 Ultimate,Có,8 GB,256 GB,6.000 mAh,2 Nano-SIM,Android 14,1080 x 2436 pixels,,2*A76 up to 2.2Ghz 6*A55 up to 2.0Ghz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung Galaxy Z Fold6 12GB 512GB,34900000,34900000,0%,Smartphone,Samsung,https://cellphones.com.vn/samsung-galaxy-z-fold-6-512gb.html,Moi,0,2025-12-27 02:37:31,7.6 inches,Dynamic AMOLED 2X,"Camera góc rộng: 50.0 MP, f/1.8, Thu phóng quang học 2x
Camera chụp góc siêu rộng: 12.0 MP, f/2.2
Camera ống kính tele: 10.0 MP, f/2.4, Thu phóng Quang học 3x","Camera bên ngoài:10 MP, f/2.2
Camera bên trong: 4 MP, F1.8",Snapdragon 8 Gen 3 for Galaxy Tăng lên 42% AI,Có,12 GB,512 GB,4400 mAh,SIM 1 + SIM 2 / SIM 1 + eSIM / 2 eSIM,Android,2160 x 1856 (QXGA+),"Màn hình chính: 7.6"", Dynamic AMOLED 2X, 120Hz, độ sâu màu sắc 16M, 2600nits
Màn hình phụ: 6.3"", 968 x 2376 (HD+), Dynamic AMOLED 2X
Kính cường lực Corning® Gorilla® Glass Victus® 2","8 nhân 3.39 GHz, 3.1GHz, 2.9GHz, 2.2GHz",Hỗ trợ S Pen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Itel RS4 12GB 256GB NFC,3390000,3390000,0%,Smartphone,Khac,https://cellphones.com.vn/dien-thoai-itel-rs4-12gb-256gb.html,Moi,11,2025-12-27 02:37:35,6.56 inches,IPS LCD,"Camera góc rộng: 50 MP, f/1.6, AF",8 MP,Mediatek Helio G99 Ultimate,Có,12 GB,256 GB,"5,000 mAh",2 Nano-SIM,Android 13,720 x 1612 (HD+),"Tần số quét 120Hz
Tỷ lệ 20:9 (mật độ ~ 269 ppi)",2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iPhone 13 Pro 128GB | Chính hãng VN/A,21990000,21990000,0%,Smartphone,Apple,https://cellphones.com.vn/iphone-13-pro.html,Moi,12,2025-12-27 02:37:39,6.1 inches,Super Retina XDR OLED,"Camera góc rộng: 12MP, ƒ/1.5
Camera góc siêu rộng: 12MP, ƒ/1.8
Camera tele : 12MP, /2.8","12MP, ƒ/2.2",Apple A15 Bionic 6 nhân,Có,6 GB,128 GB,"3,095mAh",2 SIM (nano‑SIM và eSIM),iOS15,1170 x 2532 pixels,"Tần số quét 120Hz, 1200 nits, Super Retina XDR với ProMotion 6.1‑inch, OLED, 460 pp, HDR display, True Tone, Wide color (P3), Haptic Touch",3.22 GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TECNO CAMON 30 8GB 256GB,4590000,4590000,0%,Smartphone,Khac,https://cellphones.com.vn/tecno-camon-30.html,Moi,29,2025-12-27 02:37:44,6.78 inches,AMOLED,"Camera kép:
50 MP, ƒ/1.9 (Góc rộng), 1/1.57"" Kích thước cảm biến, chống rung quang học (OIS) + chống rung điện tử (EIS)
2 MP (Chiều sâu)
Đèn flash LED kép, Dải động cao (HDR), Toàn cảnh
Độ phân giải video: 1440p @ 30 fps, 1080p @ 30/60 fps","Camera đơn: 50 MP (Góc rộng), Tự động lấy nét (PDAF)
Đèn flash LED kép
Độ phân giải video: 1440p @ 30 fps, 1080p @ 30/60 fps",Helio G99 Ultimate(6nm),Có,8 GB,256 GB,5000 mAh,Nano-SIM,Android 14 (Upside Down Cake),1080 x 2436 pixels,Tần số quét 120Hz,"Lõi CPU: 8 lõi
Công nghệ CPU: 6 nm
Tốc độ tối đa của CPU: 2.2 GHz
Kiến trúc CPU: 64-bit
Vi kiến trúc: 2x 2.2 GHz – Cortex-A76, 6x 2.0 GHz – Cortex-A55
Loại bộ nhớ: LPDDR4X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TECNO SPARK 30 5G 6GB 128GB,3290000,3290000,0%,Smartphone,Khac,https://cellphones.com.vn/dien-thoai-tecno-spark-30-5g.html,Moi,0,2025-12-27 02:37:48,,,108MP,,MediaTek D6300,,6GB + Mở rộng 6GB,128 GB,5000mAh,,,,120Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung Galaxy Z Flip4 128GB,11190000,11190000,0%,Smartphone,Samsung,https://cellphones.com.vn/samsung-galaxy-z-flip-4.html,Moi,3,2025-12-27 02:37:54,6.7 inches,Dynamic AMOLED 2X,"Camera góc rộng: 12 MP, f/1.8, PDAF, OIS
Camera góc siêu rộng: 12 MP, f/2.2, 123˚","10 MP, f/2.4",Snapdragon 8+ Gen 1 8 nhân,Có,8 GB,128 GB,3700 mAh,2 SIM (nano‑SIM và eSIM),Android 12,1080 x 2640 pixels,"Màn hình chính: 6.7 inches, Dynamic AMOLED 2X
Màn hình ngoài: 1.9 inches, Super AMOLED
120Hz, HDR10+, 1200 nits (peak)
Mặt kính cảm ứng chính: Ultra Thin Glass
Mặt kính cảm ứng phụ: Corning Gorilla Glass Victus+","1 nhân 3.18 GHz, 3 nhân 2.7 GHz & 4 nhân 2 GHz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Itel RS4 8GB 128GB NFC,2990000,2990000,0%,Smartphone,Khac,https://cellphones.com.vn/dien-thoai-itel-rs4-128gb.html,Moi,11,2025-12-27 02:37:58,6.56 inches,IPS LCD,"Camera góc rộng: 50 MP, f/1.6, AF",8 MP,Mediatek Helio G99 Ultimate,Có,8 GB,128 GB,"5,000 mAh",2 Nano-SIM,Android 13,720 x 1612 (HD+),"Tần số quét 120Hz
Tỷ lệ 20:9 (mật độ ~ 269 ppi)",2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nubia V60 Design 6GB 256GB,2690000,2690000,0%,Smartphone,Khac,https://cellphones.com.vn/dien-thoai-nubia-v60-design.html,Moi,15,2025-12-27 02:38:03,6.6 inches,,"50MP AI Camera
2MP FF+AI Camera",8MP FF,Unisoc T606,Không,6 GB,256 GB,5000mAh,2 SIM (Nano-SIM),Android T,720 x 1612 (HD+),Tần số quét 90Hz,Octa-Core 1.6GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TECNO Camon 20,3590000,3590000,0%,Smartphone,Khac,https://cellphones.com.vn/tecno-camon-20.html,Moi,6,2025-12-27 02:38:12,6.67 inches,AMOLED,"Camera góc rộng: 64 MP, f/1.7, 25mm, 1/1.7"", 0.8µm, PDAF
Máy ảnh đo chiều sâu: 2 MP, f/2.4","Camera góc rộng: 32 MP, f/2.5, 24mm, 1/2.8"", 0.8µm",Helio G85 (12nm),Có,8 GB,256 GB,5000 mAh,2 SIM (Nano-SIM),Android 13,1080 x 2400 pixels (FullHD+),Màn chắn nắng HBM,2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vivo Y22S 8GB 128GB,5990000,5990000,0%,Smartphone,Vivo,https://cellphones.com.vn/vivo-y22s.html,Moi,1,2025-12-27 02:38:17,6.55 inches,IPS LCD,"50MP, f/1.8 + 2MP, f/2.4","8MP, f/2.0",Qualcomm Snapdragon 680,Có,8GB + Mở rộng 8GB,128 GB,5000 mAh,2 SIM (Nano-SIM),Funtouch OS 12,1612x720 (HD+),"Tần số quét 90 Hz, Độ sáng tối đa: 530 nits, Cảm ứng điện dung đa điểm",4 nhân 2.4 GHz & 4 nhân 1.9 GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
